HISTORIALCREDITO;SALDOCUENTAAHORROS;TIEMPOEMPLEO;ESTADOCIVILYSEXO;ACTIVOS;VIVIENDA;EMPLEO;PROPOSITOCREDITO_A40;PROPOSITOCREDITO_A41;PROPOSITOCREDITO_A410;PROPOSITOCREDITO_A42;PROPOSITOCREDITO_A43;PROPOSITOCREDITO_A44;PROPOSITOCREDITO_A45;PROPOSITOCREDITO_A46;PROPOSITOCREDITO_A48;PROPOSITOCREDITO_A49;GARANTE_103;GARANTE_A101;GARANTE_A102;GARANTE_A103;TRABAJADOREXTRANJERO_A201;TRABAJADOREXTRANJERO_A202;PLAZOMESESCREDITO;MONTOCREDITO;TASAPAGO;AVALUOVIVIENDA;EDAD;CANTIDADCREDITOSEXISTENTES;TIPOCLIENTE
0.4;0.5;0.5;0.5;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.08333333333333333;0.14367129830655667;0.25;0.0006000000000000001;0.44642857142857145;0.25;1
0.8;0.0;0.25;0.5;0.0;0.0;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.1388888888888889;0.12163482414242294;0.0;0.0006000000000000001;0.5178571428571428;0.5;1
0.8;0.25;0.25;0.5;0.3333333333333333;0.5;0.6666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.09791576204950066;0.5;0.0008;0.44642857142857145;0.25;1
0.8;1.0;0.5;0.75;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.1388888888888889;0.1122991749891446;0.25;0.0002;0.125;0.5;1
0.4;0.0;0.5;0.5;0.0;0.5;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.08333333333333333;0.07457663916630482;0.0;0.0004;0.30357142857142855;0.25;1
0.0;0.0;1.0;0.75;0.6666666666666666;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.08333333333333333;0.02312201476335215;0.75;0.0008;0.35714285714285715;0.25;1
0.2;0.75;0.5;0.25;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.0221993052540165;0.5;0.0006000000000000001;0.41071428571428575;0.5;1
0.4;0.0;0.5;0.5;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.09722222222222221;0.1310790273556231;0.5;0.0004;0.26785714285714285;0.25;1
0.6000000000000001;0.0;1.0;0.5;1.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.8333333333333333;0.3710377768128528;0.5;0.0008;0.7857142857142858;0.5;2
0.4;0.75;0.25;0.75;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.25;0.10383195831524099;0.5;0.0006000000000000001;0.30357142857142855;0.25;1
0.4;0.0;0.5;0.5;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.21819366044290056;0.25;0.0004;0.14285714285714285;0.25;1
0.4;0.25;0.5;0.5;0.6666666666666666;0.5;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.25;0.3183890577507599;0.25;0.0004;0.19642857142857145;0.5;1
0.8;1.0;1.0;0.5;1.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.06860616587060356;0.75;0.0008;0.6785714285714286;0.25;1
0.4;0.0;0.25;0.25;0.3333333333333333;0.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.08000434216239688;0.75;0.0002;0.25000000000000006;0.25;1
0.8;0.0;0.25;0.5;0.3333333333333333;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.625;0.25759878419452886;0.75;0.0004;0.10714285714285715;0.5;2
0.8;0.0;0.5;0.5;1.0;1.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6666666666666666;0.3316326530612245;0.0;0.0006000000000000001;0.21428571428571425;0.25;1
0.4;0.0;0.5;0.5;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.25;0.11398176291793313;0.75;0.0004;0.32142857142857145;0.25;2
0.4;0.0;0.5;0.5;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1388888888888889;0.06648936170212766;0.25;0.0004;0.32142857142857145;0.25;1
0.4;0.0;0.5;0.5;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.125;0.024858879722101608;0.75;0.0006000000000000001;0.0892857142857143;0.25;1
0.4;0.5;1.0;0.5;0.6666666666666666;0.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.41666666666666663;0.12662831089882762;0.75;0.0004;0.19642857142857145;0.25;1
0.4;0.5;0.5;0.0;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.06285280069474598;0.5;0.0002;0.125;0.25;1
0.6000000000000001;0.0;0.5;0.5;0.0;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.25;0.336734693877551;0.25;0.0008;0.44642857142857145;0.25;1
0.8;0.25;0.75;0.75;0.6666666666666666;0.0;0.6666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.41666666666666663;0.33581198436821535;0.0;0.0008;0.0892857142857143;0.5;1
0.8;0.0;1.0;0.25;1.0;1.0;0.3333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6666666666666666;0.33342379504993486;0.75;0.0008;0.6964285714285714;0.5;2
0.8;0.0;0.25;0.25;0.6666666666666666;0.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.15277777777777776;0.07560790273556231;0.75;0.0008;0.28571428571428575;0.5;1
0.4;0.5;1.0;0.5;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.12478289188015632;0.75;0.0008;0.35714285714285715;0.25;1
0.4;0.5;0.0;0.25;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.08333333333333333;0.07338254450716457;0.0;0.0004;0.07142857142857145;0.25;1
0.8;0.0;0.5;0.5;0.3333333333333333;0.5;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.15277777777777776;0.39231437255753365;0.0;0.0008;0.35714285714285715;0.5;1
0.4;0.25;0.5;0.25;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.16666666666666666;0.11251628310898829;0.75;0.0004;0.16071428571428575;0.25;1
0.6000000000000001;1.0;0.25;0.5;0.3333333333333333;0.5;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.12662831089882762;0.75;0.0004;0.17857142857142855;0.25;1
0.6000000000000001;0.0;1.0;0.5;0.6666666666666666;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.375;0.32376248371689104;0.0;0.0004;0.19642857142857145;0.5;1
0.4;0.0;0.5;0.5;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.06849761181068172;0.5;0.0004;0.10714285714285715;0.25;1
0.4;1.0;0.5;0.5;0.3333333333333333;0.5;0.6666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.25;0.18334780720798957;0.25;0.0002;0.21428571428571425;0.25;1
0.6000000000000001;0.0;1.0;0.5;1.0;1.0;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.1207663916630482;0.75;0.0008;0.6785714285714286;0.5;2
0.2;1.0;0.5;0.5;0.0;0.5;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.08333333333333333;0.04249891445940078;0.0;0.0004;0.125;0.25;1
0.4;1.0;0.0;0.5;1.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.35106382978723405;0.25;0.0002;0.5892857142857142;0.25;2
0.8;0.0;0.5;0.25;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.5192140686061659;0.25;0.0004;0.21428571428571425;0.5;1
0.4;0.0;1.0;0.25;0.6666666666666666;0.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.25;0.10643725575336518;0.5;0.0004;0.07142857142857145;0.25;1
0.8;0.0;0.25;0.25;1.0;0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.5;0.338091619626574;0.75;0.0008;0.07142857142857145;0.5;2
0.4;0.0;0.5;0.75;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.125;0.07549934867564047;0.25;0.0002;0.14285714285714285;0.25;1
0.8;1.0;1.0;0.5;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.20833333333333331;0.08342379504993487;0.75;0.0008;0.5535714285714286;0.5;1
0.0;0.0;1.0;0.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.10600303951367782;0.75;0.0008;0.75;0.25;2
0.0;0.0;0.5;0.5;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6666666666666666;0.7827290490664351;0.25;0.0004;0.10714285714285715;0.25;2
0.4;0.0;0.25;0.25;0.3333333333333333;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.17265523230568824;0.75;0.0008;0.125;0.25;1
0.4;1.0;1.0;0.5;0.3333333333333333;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.375;0.2816977854971776;0.75;0.0008;0.5178571428571428;1.0;1
0.4;0.0;0.25;0.25;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.11783543204515849;0.25;0.0004;0.17857142857142855;0.25;1
0.4;0.75;0.5;0.75;0.0;0.5;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.05465696917064698;0.75;0.0002;0.0535714285714286;0.25;1
0.4;0.0;0.5;0.5;1.0;1.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.09872991749891447;0.75;0.0008;0.32142857142857145;0.25;2
0.4;1.0;0.5;0.25;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.12993920972644377;0.75;0.0008;0.10714285714285715;0.25;1
0.4;0.0;0.5;0.25;0.3333333333333333;0.5;0.6666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.44143508467216674;0.0;0.0004;0.19642857142857145;0.25;1
0.8;1.0;1.0;0.5;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.09722222222222221;0.03962223187147199;0.75;0.0004;0.48214285714285715;0.5;1
0.8;0.0;1.0;0.5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1111111111111111;0.06317846287451151;0.5;0.0008;0.5714285714285714;0.5;1
0.8;0.0;0.75;0.25;0.0;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5833333333333333;0.32316543638732087;0.25;0.0002;0.39285714285714285;0.5;1
0.4;1.0;1.0;0.5;1.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.10730568823273991;0.75;0.0008;0.37499999999999994;0.25;2
0.8;0.0;1.0;0.5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.08282674772036475;0.75;0.0008;0.8392857142857144;0.5;1
0.4;0.0;0.25;0.5;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5833333333333333;0.21520842379504995;0.75;0.0006000000000000001;0.26785714285714285;0.25;2
0.6000000000000001;0.0;0.75;0.5;0.3333333333333333;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.15277777777777776;0.2589557099435519;0.25;0.0008;0.5714285714285714;0.25;1
0.0;1.0;0.5;0.5;0.3333333333333333;0.5;0.3333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.75;0.5121580547112462;0.25;0.0004;0.35714285714285715;0.25;1
0.4;0.0;0.25;0.75;0.3333333333333333;0.5;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.41666666666666663;0.20798957881024752;0.25;0.0002;0.0535714285714286;0.25;1
0.4;1.0;0.25;0.25;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.32256838905775076;0.0;0.0002;0.44642857142857145;0.5;2
0.4;0.5;1.0;0.5;0.3333333333333333;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.20833333333333331;0.06583803734259662;0.75;0.0006000000000000001;0.49999999999999994;0.25;1
0.4;0.25;0.5;0.25;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.25;0.0851063829787234;0.5;0.0008;0.0892857142857143;0.25;1
0.4;0.0;1.0;0.25;0.0;0.5;0.3333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.3333333333333333;0.09525618758141555;0.75;0.0008;0.6964285714285714;0.25;1
0.4;0.0;1.0;0.5;0.0;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1388888888888889;0.12565132435953105;0.5;0.0008;0.5892857142857142;0.25;1
0.8;0.0;0.5;0.25;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.16666666666666666;0.0766391663048198;0.75;0.0004;0.17857142857142855;0.5;1
0.8;0.0;0.25;0.25;0.3333333333333333;0.5;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.25;0.0702887537993921;0.75;0.0002;0.14285714285714285;0.5;1
0.4;0.25;0.5;0.5;1.0;1.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.6845419018671298;0.0;0.0008;0.49999999999999994;0.25;2
0.4;0.25;0.75;0.5;0.6666666666666666;0.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.25;0.12206904038211029;0.75;0.0006000000000000001;0.19642857142857145;0.25;1
0.0;0.0;0.75;0.5;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.06013894919669996;0.75;0.0006000000000000001;0.16071428571428575;0.5;2
0.8;0.0;1.0;0.5;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.03354320451584889;0.75;0.0008;0.6607142857142858;0.25;1
0.8;0.0;1.0;0.5;0.0;0.5;0.6666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.07647633521493705;0.75;0.0006000000000000001;0.625;0.25;1
0.8;1.0;1.0;0.25;0.3333333333333333;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.04325879287885367;0.75;0.0006000000000000001;0.25000000000000006;0.25;2
0.8;1.0;1.0;0.5;1.0;0.0;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.1963200173686496;0.75;0.0008;0.01785714285714285;0.5;1
